사용단어	가중치	사용횟수	단어승률
명령	100	100	1.0
명령어	62	100	0.62
명예	98	100	0.98
명의	92	100	0.92
명절	93	100	0.93
명칭	91	100	0.91
명함	100	100	1.0
모기	88	100	0.88
모니터	0	100	0.0
모델	100	100	1.0
모두	54	100	0.54
모래	100	100	1.0
모레	52	100	0.52
모범	93	100	0.93
모습	100	100	1.0
모양	79	100	0.79
모임	100	100	1.0
모자	86	100	0.86
모집	100	100	1.0
모퉁이	90	100	0.9
목걸이	87	100	0.87
목록	100	100	1.0
목사	80	100	0.8
목소리	52	100	0.52
목숨	100	100	1.0
목요일	97	100	0.97
목욕	100	100	1.0
목욕탕	100	100	1.0
목적	74	100	0.74
목표	93	100	0.93
몸매	64	100	0.64
몸무게	87	100	0.87
몸살	53	100	0.53
몸속	97	100	0.97
몸짓	100	100	1.0
몸통	97	100	0.97
묘사	75	100	0.75
무게	92	100	0.92
무관심	78	100	0.78
무궁화	99	100	0.99
무기	87	100	0.87
무늬	100	100	1.0
무대	85	100	0.85
무더위	75	100	0.75
무덤	100	100	1.0
무료	100	100	1.0
무릎	100	100	1.0
무리	50	100	0.5
무역	100	100	1.0
무용	78	100	0.78
무용가	76	100	0.76
무지개	99	100	0.99
문구	87	100	0.87
문밖	100	100	1.0
문법	52	100	0.52
문서	80	100	0.8
문자	86	100	0.86
문장	82	100	0.82
문제	100	100	1.0
문제점	83	100	0.83
문학	83	100	0.83
문학적	85	100	0.85
문화	98	100	0.98
문화재	76	100	0.76
문화적	86	100	0.86
물가	75	100	0.75
물건	90	100	0.9
물결	83	100	0.83
물고기	85	100	0.85
물기	88	100	0.88
물론	100	100	1.0
물리학	78	100	0.78
물속	96	100	0.96
물음	80	100	0.8
물질	100	100	1.0
물질적	86	100	0.86
물체	67	100	0.67
미국	94	100	0.94
미니	100	100	1.0
미디어	62	100	0.62
미래	100	100	1.0
미만	88	100	0.88
미사일	96	100	0.96
미소	96	100	0.96
미술	94	100	0.94
미술관	66	100	0.66
미스	85	100	0.85
미역	100	100	1.0
미용실	72	100	0.72
미움	94	100	0.94
미인	87	100	0.87
미팅	100	100	1.0
미혼	100	100	1.0
민간	80	100	0.8
민속	100	100	1.0
민족	100	100	1.0
민주	92	100	0.92
민주주의	92	100	0.92
민주화	100	100	1.0
믿음	81	100	0.81
밀가루	100	100	1.0
밑바닥	100	100	1.0
바가지	91	100	0.91
바구니	100	100	1.0
바깥	100	100	1.0
바깥쪽	100	100	1.0
바나나	85	100	0.85
바늘	100	100	1.0
바다	82	100	0.82
바닥	100	100	1.0
바닷가	76	100	0.76
바닷물	93	100	0.93
바람	100	100	1.0
바보	79	100	0.79
바위	73	100	0.73
바이러스	85	100	0.85
바이올린	100	100	1.0
바지	93	100	0.93
바퀴	100	100	1.0
바탕	100	100	1.0
박물관	70	100	0.7
박사	86	100	0.86
박수	97	100	0.97
박스	80	100	0.8
반대	86	100	0.86
반대편	99	100	0.99
반말	56	100	0.56
반면	94	100	0.94
반발	79	100	0.79
반성	80	100	0.8
반응	100	100	1.0
반장	84	100	0.84
반죽	100	100	1.0
반지	92	100	0.92
반찬	100	100	1.0
받침	57	100	0.57
발가락	100	100	1.0
발걸음	78	100	0.78
발견	100	100	1.0
발길	100	100	1.0
발끝	100	100	1.0
발달	53	100	0.53
발등	83	100	0.83
발레	43	100	0.43
발목	63	100	0.63
발바닥	100	100	1.0
발생	92	100	0.92
발음	79	100	0.79
발자국	93	100	0.93
발전	94	100	0.94
발톱	100	100	1.0
발표	96	100	0.96
밤낮	100	100	1.0
밤새	64	100	0.64
밤색	52	100	0.52
밤중	89	100	0.89
밤하늘	100	100	1.0
밥그릇	100	100	1.0
밥맛	100	100	1.0
밥상	87	100	0.87
밥솥	100	100	1.0
방면	97	100	0.97
방문	87	100	0.87
방바닥	100	100	1.0
방법	43	100	0.43
방송	97	100	0.97
방송국	93	100	0.93
방송사	81	100	0.81
방식	73	100	0.73
방안	86	100	0.86
방울	100	100	1.0
방지	86	100	0.86
방학	83	100	0.83
방해	96	100	0.96
방향	100	100	1.0
배경	72	100	0.72
배구	85	100	0.85
배꼽	100	100	1.0
배달	44	100	0.44
배드민턴	100	100	1.0
배우	90	100	0.9
배우자	91	100	0.91
배추	70	100	0.7
배추김치	70	100	0.7
배치	75	100	0.75
백두산	97	100	0.97
백색	54	100	0.54
백성	84	100	0.84
백인	74	100	0.74
백제	100	100	1.0
