사용단어	가중치	사용횟수	단어승률
가감	0	100	0.0
가감산	0	100	0.0
가게	0	100	0.0
가게문	0	100	0.0
가겟방	0	100	0.0
가격	0	100	0.0
가격결정론	0	100	0.0
가격경쟁력	0	100	0.0
가격대	0	100	0.0
가격수준	0	100	0.0
가격인상	0	100	0.0
가격자유화	0	100	0.0
가결	0	100	0.0
가계	0	100	0.0
가계대출	0	100	0.0
가계부	0	100	0.0
가계비	0	100	0.0
가곡	0	100	0.0
가공	0	100	0.0
가공업	0	100	0.0
가관	0	100	0.0
가교	0	100	0.0
가구	0	100	0.0
가구점	0	100	0.0
가극	0	100	0.0
가금	0	100	0.0
가급	0	100	0.0
가까이	0	100	0.0
가나무	0	100	0.0
가난	0	100	0.0
가난뱅이	0	100	0.0
가내	0	100	0.0
가내공업	0	100	0.0
가는소금	0	100	0.0
가늠	0	100	0.0
가능	0	100	0.0
가능성	0	100	0.0
가닥	0	100	0.0
가담	0	100	0.0
가당연유	0	100	0.0
가도	0	100	0.0
가독성	0	100	0.0
가동	0	100	0.0
가두	0	100	0.0
가두캠페인	0	100	0.0
가드	0	100	0.0
가든파티	0	100	0.0
가등	0	100	0.0
가락	0	100	0.0
가락국수	0	100	0.0
가락지	0	100	0.0
가랑이	0	100	0.0
가랑잎	0	100	0.0
가래	0	100	0.0
가래단속곳	0	100	0.0
가래톳	0	100	0.0
가랭이	0	100	0.0
가량	0	100	0.0
가례	0	100	0.0
가로	0	100	0.0
가로등	0	100	0.0
가로세로	0	100	0.0
가로수	0	100	0.0
가로줄눈	0	100	0.0
가루	0	100	0.0
가루뿌리개	0	100	0.0
가루우유	0	100	0.0
가르침	0	100	0.0
가름	0	100	0.0
가름도움줄기	0	100	0.0
가리	0	100	0.0
가리개	0	100	0.0
가리마	0	100	0.0
가마	0	100	0.0
가마니	0	100	0.0
가마니바늘	0	100	0.0
가마솥	0	100	0.0
가마우지	0	100	0.0
가망	0	100	0.0
가매장	0	100	0.0
가맹	0	100	0.0
가면	0	100	0.0
가면극	0	100	0.0
가면무	0	100	0.0
가면무도	0	100	0.0
가면무도회	0	100	0.0
가명	0	100	0.0
가묘	0	100	0.0
가무	0	100	0.0
가문	0	100	0.0
가문비나무	0	100	0.0
가물	0	100	0.0
가물치	0	100	0.0
가뭄	0	100	0.0
가뭄더위	0	100	0.0
가미	0	100	0.0
가발	0	100	0.0
가방	0	100	0.0
가변	0	100	0.0
가보	0	100	0.0
가봉	0	100	0.0
가부	0	100	0.0
가부장	0	100	0.0
가불	0	100	0.0
가사	0	100	0.0
가사노동	0	100	0.0
가사부담	0	100	0.0
가산	0	100	0.0
가상	0	100	0.0
가설	0	100	0.0
가설극장	0	100	0.0
가성	0	100	0.0
가세	0	100	0.0
가속	0	100	0.0
가속도	0	100	0.0
가솔린	0	100	0.0
가수	0	100	0.0
가스	0	100	0.0
가스계량기	0	100	0.0
가스라이터	0	100	0.0
가스레인지	0	100	0.0
가스마스크	0	100	0.0
가스스토브	0	100	0.0
가스오븐레인지	0	100	0.0
가슴	0	100	0.0
가슴근육	0	100	0.0
가슴둘레	0	100	0.0
가슴속	0	100	0.0
가슴팍	0	100	0.0
가슴패기	0	100	0.0
가습기	0	100	0.0
가시	0	100	0.0
가시덤불	0	100	0.0
가식	0	100	0.0
가신	0	100	0.0
가십	0	100	0.0
가압	0	100	0.0
가야금	0	100	0.0
가얏고	0	100	0.0
가언	0	100	0.0
가업	0	100	0.0
가연	0	100	0.0
가연성	0	100	0.0
가열	0	100	0.0
가오리	0	100	0.0
가옥	0	100	0.0
가옥대장	0	100	0.0
가외	0	100	0.0
가요	0	100	0.0
가용	0	100	0.0
가운	0	100	0.0
가운데	0	100	0.0
가운데뜰	0	100	0.0
가운데어머니	0	100	0.0
가운데창자	0	100	0.0
가위	0	100	0.0
가위다리봉사	0	100	0.0
가위다리양자	0	100	0.0
가위바위보	0	100	0.0
가위질사위	0	100	0.0
가을	0	100	0.0
가을걷이	0	100	0.0
가을나들이	0	100	0.0
가을바람	0	100	0.0
가을운동회	0	100	0.0
가을철	0	100	0.0
가을하늘	0	100	0.0
가이드	0	100	0.0
가이드북	0	100	0.0
가인	0	100	0.0
가입	0	100	0.0
가입비	0	100	0.0
가입자	0	100	0.0
가자미	0	100	0.0
가작	0	100	0.0
가장	0	100	0.0
가장이	0	100	0.0
가장자리	0	100	0.0
가장행렬	0	100	0.0
가재	0	100	0.0
가전	0	100	0.0
가전제품	0	100	0.0
가정	0	100	0.0
가정교육	0	100	0.0
가정부	0	100	0.0
가정불화	0	100	0.0
가정통신	0	100	0.0
가정통신문	0	100	0.0
가정파괴	0	100	0.0
가정파탄	0	100	0.0
가정폭력	0	100	0.0
가정환경	0	100	0.0
가제	0	100	0.0
가족	0	100	0.0
가족계획	0	100	0.0
가족공동체	0	100	0.0
가족관계	0	100	0.0
가족노동	0	100	0.0
가족농업	0	100	0.0
가족력	0	100	0.0
가족료양권	0	100	0.0
가족묘	0	100	0.0
가족법	0	100	0.0
가족사	0	100	0.0
가족사진	0	100	0.0
가족생활	0	100	0.0
가족석	0	100	0.0
가족설	0	100	0.0
가족식당	0	100	0.0
가족써클	0	100	0.0
가족여행	0	100	0.0
가족오락회	0	100	0.0
가족용	0	100	0.0
가족적	0	100	0.0
가족주의	0	100	0.0
가족주의적	0	100	0.0
가족탕	0	100	0.0
가족회	0	100	0.0
가족휴양	0	100	0.0
가족휴양각	0	100	0.0
가존	0	100	0.0
가졸업	0	100	0.0
가종	0	100	0.0
가종피	0	100	0.0
가좌	0	100	0.0
가좌전	0	100	0.0
가좌책	0	100	0.0
가죄	0	100	0.0
가주거	0	100	0.0
가주권	0	100	0.0
가주서	0	100	0.0
가주소	0	100	0.0
가주어	0	100	0.0
가죽	0	100	0.0
가죽갈퀴지의	0	100	0.0
가죽고리	0	100	0.0
가죽광택기	0	100	0.0
가죽깍기	0	100	0.0
가죽나무	0	100	0.0
가죽나무고치나방	0	100	0.0
가죽나무껍질밤나방	0	100	0.0
가죽나무누에나방	0	100	0.0
가죽나무산누에나방	0	100	0.0
가죽단백질	0	100	0.0
가죽방패지의	0	100	0.0
가죽배	0	100	0.0
가죽붙임	0	100	0.0
가죽숫돌	0	100	0.0
가죽신	0	100	0.0
가죽옷지의	0	100	0.0
가죽위	0	100	0.0
가죽이김	0	100	0.0
가죽이김약	0	100	0.0
가죽지의	0	100	0.0
가죽집	0	100	0.0
가죽집말	0	100	0.0
가죽채	0	100	0.0
가죽피	0	100	0.0
가죽피리	0	100	0.0
가죽혁	0	100	0.0
가죽혹버섯	0	100	0.0
가중	0	100	0.0
가중감경	0	100	0.0
가중값	0	100	0.0
가중범	0	100	0.0
가중주의	0	100	0.0
가중차제	0	100	0.0
가중치	0	100	0.0
가중형	0	100	0.0
가증	0	100	0.0
가증금	0	100	0.0
가증률	0	100	0.0
가지	0	100	0.0
가지가위	0	100	0.0
가지가지	0	100	0.0
가지각색	0	100	0.0
가지개곽향	0	100	0.0
가지검댕이증	0	100	0.0
가지게	0	100	0.0
가지고르기	0	100	0.0
가지고비	0	100	0.0
가지고비고사리	0	100	0.0
가지곡정초	0	100	0.0
가지골	0	100	0.0
가지관	0	100	0.0
가지괭이눈	0	100	0.0
가지구이	0	100	0.0
가지굴	0	100	0.0
가지급	0	100	0.0
가지급금	0	100	0.0
가지기	0	100	0.0
가지기도	0	100	0.0
가지김치	0	100	0.0
가지꽂이	0	100	0.0
가지꽃지의	0	100	0.0
가지나무좀	0	100	0.0
가지나물	0	100	0.0
가지노리개	0	100	0.0
가지누름적	0	100	0.0
가지다듬기	0	100	0.0
가지더부살이	0	100	0.0
가지도	0	100	0.0
가지돌꽃	0	100	0.0
가지돌연변이	0	100	0.0
가지런할제	0	100	0.0
가지마름병	0	100	0.0
가지만지	0	100	0.0
가지말랭이	0	100	0.0
